"esm_case","obj_1_wt","obj_2_wt","obj_3_wt","cost_wt","SDE_2_agg_delta_abs","SDL_3_agg_delta_abs","AWY_1_agg_delta_abs","cost","budget","wt_case","awy_1","sdr_1","sdr_biophysical_table_path","awy_biophysical_table_uri","cat_scen","AWY_1_rast_delta_abs","SDE_2_rast_delta_abs","SDL_3_rast_delta_abs"
13,0,0.75,0.25,0,224266.761882153,4154820.60034965,-2008127.9601386,624857600,6.25e+08,13,5,1,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_13_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_13_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_13_4_6.25e+08.tif"
14,0,0,1,0,300.982918331046,4014.94956645526,4686643.65954006,1874828800,1.875e+09,1,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_1_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_1_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_1_6_14_4_1.875e+09.tif"
14,0.25,0,0.75,0,1306.37932907833,7923.87513821577,4683999.83058416,1873440000,1.875e+09,2,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_14_4_1.875e+09.tif"
14,0.5,0,0.5,0,44675.2206091479,195708.974387185,4652550.30081482,1873612800,1.875e+09,3,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_14_4_1.875e+09.tif"
14,0.75,0,0.25,0,288636.52945895,1416440.27644378,4175831.93552211,1873811200,1.875e+09,4,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_14_4_1.875e+09.tif"
14,1,0,0,0,1257025.28695247,7612625.90431668,-6767397.21750555,1874944000,1.875e+09,5,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_14_4_1.875e+09.tif"
14,0,0.25,0.75,0,141044.121531749,739480.399423804,4504381.43844687,1873433600,1.875e+09,6,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_14_4_1.875e+09.tif"
14,0,1,0,0,1224925.90818631,7812259.36025275,-7643194.10394287,1874989808,1.875e+09,15,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_14_4_1.875e+09.tif"
14,0.5,0,0.5,0,28507.8821855738,118438.216210023,3343090.33448999,1248608000,1.25e+09,3,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_14_4_1.25e+09.tif"
14,0.75,0,0.25,0,249192.288278256,1214126.9541732,2894960.37505542,1248640000,1.25e+09,4,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_14_4_1.25e+09.tif"
14,0.25,0.75,0,0,1228208.52480378,7811757.42301275,-7611059.02506027,1874989808,1.875e+09,14,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_14_4_1.875e+09.tif"
14,0,0.25,0.75,0,87805.1243919184,439017.825845752,3253916.73832571,1248761600,1.25e+09,6,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_14_4_1.25e+09.tif"
14,0.25,0.25,0.5,0,309108.319318229,1670682.1599187,4076363.76090666,1874419200,1.875e+09,7,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_14_4_1.875e+09.tif"
14,0.5,0.25,0.25,0,821947.341596156,4842178.29399085,1072017.27146046,1873863408,1.875e+09,8,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_14_4_1.875e+09.tif"
14,1,0,0,0,1047387.51974783,6227644.21934819,-5469785.75214417,1249894400,1.25e+09,5,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_14_4_1.25e+09.tif"
14,0.25,0.75,0,0,1021102.68782889,6406663.07256185,-6251860.04303581,1249907200,1.25e+09,14,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_14_4_1.25e+09.tif"
14,0,1,0,0,1018326.72922606,6407083.00401355,-6281254.31333409,1249907200,1.25e+09,15,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_14_4_1.25e+09.tif"
14,0.5,0,0.5,0,22313.0796319591,89690.7430589713,1869592.830222,623468800,6.25e+08,3,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_3_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_3_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_3_6_14_4_6.25e+08.tif"
14,0.75,0,0.25,0,217390.181665499,1048821.03739937,1476177.06824251,624307200,6.25e+08,4,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_4_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_4_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_4_6_14_4_6.25e+08.tif"
14,1,0,0,0,756051.216605331,4372633.46929345,-3912007.40262812,624857600,6.25e+08,5,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_5_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_5_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_5_6_14_4_6.25e+08.tif"
14,0,0.25,0.75,0,72362.4323007947,357213.372060393,1797204.20180716,624422400,6.25e+08,6,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_6_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_6_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_6_6_14_4_6.25e+08.tif"
14,0.25,0.25,0.5,0,235715.740543668,1227905.12715616,1398727.09113438,624832000,6.25e+08,7,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_14_4_6.25e+08.tif"
14,0.5,0.25,0.25,0,593017.070749176,3389686.68679791,-615193.657947273,623635200,6.25e+08,8,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_14_4_6.25e+08.tif"
14,0.75,0.25,0,0,744928.738829924,4502419.53858688,-4341733.54086499,624960000,6.25e+08,9,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_9_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_9_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_9_6_14_4_6.25e+08.tif"
14,0,0.5,0.5,0,452936.269664702,2569498.14740818,339863.024532929,624902400,6.25e+08,10,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_10_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_10_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_10_6_14_4_6.25e+08.tif"
14,0.25,0.5,0.25,0,669594.826286818,3948160.7919067,-1491606.08662263,624857600,6.25e+08,11,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_11_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_11_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_11_6_14_4_6.25e+08.tif"
14,0.5,0.5,0,0,738229.99091677,4515141.77269196,-4409698.81428283,624960000,6.25e+08,12,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_14_4_6.25e+08.tif"
14,0,0.75,0.25,0,695340.149906772,4154820.60034965,-2008127.9601386,624857600,6.25e+08,13,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_14_4_6.25e+08.tif"
14,0.25,0.75,0,0,733597.472863555,4518203.36080346,-4515903.72576808,624960000,6.25e+08,14,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_14_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_14_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_14_6_14_4_6.25e+08.tif"
14,0,1,0,0,731349.609035738,4518545.4161258,-4519296.59051763,624960000,6.25e+08,15,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_15_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_15_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_15_6_14_4_6.25e+08.tif"
14,0.25,0,0.75,0,122.757317313729,591.121696729481,3365633.5625217,1248832000,1.25e+09,2,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_14_4_1.25e+09.tif"
14,0.25,0.25,0.5,0,278699.077925546,1484794.34803082,2772572.55887196,1248582400,1.25e+09,7,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_7_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_7_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_7_6_14_4_1.25e+09.tif"
14,0.5,0.25,0.25,0,721584.473132533,4196755.80906951,295182.021351059,1249018608,1.25e+09,8,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_8_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_8_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_8_6_14_4_1.25e+09.tif"
14,0.75,0.25,0,0,1241915.67535851,7788671.69204479,-7391537.11542241,1874854400,1.875e+09,9,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_9_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_9_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_9_6_14_4_1.875e+09.tif"
14,0,0.5,0.5,0,612660.921238051,3574261.08072209,2534414.83242093,1871916800,1.875e+09,10,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_10_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_10_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_10_6_14_4_1.875e+09.tif"
14,0.25,0.5,0.25,0,1086409.38392181,6658522.51188566,-1952101.85511461,1874849008,1.875e+09,11,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_11_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_11_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_11_6_14_4_1.875e+09.tif"
14,0.5,0.5,0,0,1232572.09568341,7807783.63469305,-7557270.31371483,1874413808,1.875e+09,12,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_12_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_12_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_12_6_14_4_1.875e+09.tif"
14,0,0.75,0.25,0,1165764.89444812,7252675.55530893,-3391604.29204223,1874874608,1.875e+09,13,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_13_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_13_6_14_4_1.875e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_13_6_14_4_1.875e+09.tif"
14,0,0,1,0,122.757317313729,591.121696729481,3365633.5625217,1248832000,1.25e+09,1,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_1_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_1_6_14_4_1.25e+09.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_1_6_14_4_1.25e+09.tif"
14,0.25,0,0.75,0,42.2882353493746,318.09180371277,1889468.7904457,624416000,6.25e+08,2,5,2,"C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","C:/Users/bpb/Dropbox/Tana optim set/biophysical_table_s_2016-07-06_cleaner_wSWY-Kcs_testalt.csv","B","Maragua obj scores from 2017-02-04 solns/mv_rast_awy_4_Maragua_2_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_sed_4_Maragua_2_6_14_4_6.25e+08.tif","Maragua obj scores from 2017-02-04 solns/mv_rast_soil_4_Maragua_2_6_14_4_6.25e+08.tif"
